market_value,age,height,attacking,technical,tactical,defending,creativity,saves,anticipation,ball_distribution,aerial,avg_score_last_12_months,appearances_last_12_months,point_of_tournament,pos_D,pos_F,pos_G,pos_M,foot_Both,foot_Left,foot_Right,cluster
7400,22,189,68,55,51,33,49,0,0,0,0,7.14,33,1858.0,False,True,False,False,False,True,False,7
2500,25,179,62,48,54,32,47,0,0,0,0,6.86,37,1858.0,False,True,False,False,False,False,True,4
1200,22,184,64,51,45,29,48,0,0,0,0,6.8,34,1858.0,False,True,False,False,False,False,True,4
2900,22,182,58,60,47,38,59,0,0,0,0,6.88,37,1858.0,False,False,False,True,False,True,False,6
1200,28,187,55,50,41,33,44,0,0,0,0,6.82,38,1858.0,False,False,False,True,False,False,True,2
3100,23,166,53,55,39,49,56,0,0,0,0,6.88,40,1858.0,False,False,False,True,False,True,False,6
775,30,173,60,56,50,42,57,0,0,0,0,7.02,38,1858.0,False,False,False,True,False,True,False,6
1500,24,170,51,55,41,49,51,0,0,0,0,6.85,37,1858.0,False,False,False,True,False,False,True,2
1800,26,171,49,54,53,54,54,0,0,0,0,6.87,37,1858.0,False,False,False,True,False,False,True,2
1200,27,178,58,49,40,36,53,0,0,0,0,6.82,17,1858.0,False,False,False,True,False,False,True,2
265,30,169,45,48,57,67,50,0,0,0,0,6.81,11,1858.0,True,False,False,False,False,False,True,3
1900,24,180,37,42,58,71,33,0,0,0,0,6.92,37,1858.0,True,False,False,False,False,False,True,3
635,30,184,33,43,58,74,38,0,0,0,0,6.74,15,1858.0,True,False,False,False,False,False,True,3
360,31,185,37,47,60,71,44,0,0,0,0,6.84,22,1858.0,True,False,False,False,False,False,True,3
360,34,176,35,41,55,66,41,0,0,0,0,6.74,28,1858.0,True,False,False,False,False,False,True,3
715,30,173,40,44,48,65,47,0,0,0,0,6.87,31,1858.0,True,False,False,False,False,True,False,5
290,34,184,0,0,54,0,0,65,51,62,61,7.19,42,1858.0,False,False,True,False,False,True,False,0
3300,25,172,67,55,47,34,50,0,0,0,0,6.92,38,1858.0,False,True,False,False,False,False,True,4
655,24,180,56,52,40,42,49,0,0,0,0,6.9,27,1858.0,False,True,False,False,False,False,True,4
640,28,181,62,41,34,23,40,0,0,0,0,6.62,32,1858.0,False,True,False,False,False,False,True,4
540,24,178,62,66,41,25,49,0,0,0,0,7.03,38,1858.0,False,True,False,False,False,False,True,4
4500,25,181,59,62,54,47,67,0,0,0,0,7.23,35,1858.0,False,False,False,True,False,True,False,6
410,23,173,47,49,38,50,46,0,0,0,0,6.73,25,1858.0,False,False,False,True,False,False,True,2
765,24,177,50,52,51,56,54,0,0,0,0,6.97,33,1858.0,False,False,False,True,False,False,True,2
360,33,181,54,57,49,55,54,0,0,0,0,6.9,39,1858.0,False,False,False,True,False,False,True,2
640,27,165,45,45,36,51,44,0,0,0,0,6.75,37,1858.0,False,False,False,True,False,False,True,2
360,35,185,47,50,50,56,51,0,0,0,0,6.9,31,1858.0,False,False,False,True,False,False,True,2
765,22,181,35,47,54,67,35,0,0,0,0,6.7,19,1858.0,True,False,False,False,False,False,True,3
3400,20,186,33,42,53,68,34,0,0,0,0,6.82,35,1858.0,True,False,False,False,False,True,False,5
465,28,182,38,44,45,68,39,0,0,0,0,6.91,30,1858.0,True,False,False,False,False,False,True,3
430,32,178,39,46,48,63,45,0,0,0,0,6.94,37,1858.0,True,False,False,False,False,True,False,5
275,28,178,38,45,46,65,41,0,0,0,0,6.73,27,1858.0,True,False,False,False,False,True,False,5
1600,28,191,0,0,51,0,0,59,44,52,60,7.1,32,1858.0,False,False,True,False,False,False,True,0
1300,25,185,0,0,60,0,0,58,47,52,63,6.88,30,1858.0,False,False,True,False,False,False,True,0
1000,37,184,63,49,48,37,45,0,0,0,0,6.83,30,1858.0,False,True,False,False,False,False,True,4
5200,21,174,67,56,38,26,60,0,0,0,0,7.01,16,1858.0,False,True,False,False,False,False,True,4
725,33,175,65,50,49,30,45,0,0,0,0,6.76,41,1858.0,False,True,False,False,False,False,True,4
4500,28,179,66,53,51,34,46,0,0,0,0,7.0,46,1858.0,False,True,False,False,False,False,True,4
4500,21,172,63,53,46,30,46,0,0,0,0,6.65,24,1858.0,False,True,False,False,False,False,True,4
2100,29,171,59,50,41,31,51,0,0,0,0,6.69,38,1858.0,False,True,False,False,False,False,True,4
2400,22,181,64,69,43,38,58,0,0,0,0,6.86,21,1858.0,False,True,False,False,False,False,True,4
520,28,179,58,44,44,36,42,0,0,0,0,6.68,18,1858.0,False,True,False,False,False,False,True,4
9300,21,178,54,58,42,44,53,0,0,0,0,6.91,44,1858.0,False,False,False,True,False,False,True,2
9300,21,178,48,53,44,48,53,0,0,0,0,6.95,33,1858.0,False,False,False,True,False,True,False,6
1300,27,175,46,54,48,53,46,0,0,0,0,6.79,34,1858.0,False,False,False,True,False,False,True,2
2700,23,184,52,55,32,34,52,0,0,0,0,6.71,25,1858.0,False,False,False,True,False,False,True,2
5600,22,177,56,58,48,49,61,0,0,0,0,7.22,37,1858.0,False,False,False,True,False,True,False,6
1700,32,178,52,55,52,58,59,0,0,0,0,6.96,39,1858.0,False,False,False,True,False,False,True,2
680,30,174,47,50,33,43,51,0,0,0,0,6.79,13,1858.0,False,False,False,True,False,True,False,6
1100,34,177,45,52,53,63,51,0,0,0,0,6.94,42,1858.0,True,False,False,False,False,False,True,3
1500,34,187,37,47,51,71,36,0,0,0,0,6.78,18,1858.0,True,False,False,False,False,True,False,5
675,33,174,42,52,50,68,51,0,0,0,0,6.86,31,1858.0,True,False,False,False,False,True,False,5
6200,23,184,36,43,46,69,34,0,0,0,0,6.82,34,1858.0,True,False,False,False,False,True,False,5
1900,25,176,45,48,29,50,55,0,0,0,0,6.75,25,1858.0,True,False,False,False,False,True,False,5
1500,25,172,41,51,37,54,51,0,0,0,0,6.7,27,1858.0,True,False,False,False,False,True,False,5
3600,30,180,37,47,56,74,36,0,0,0,0,6.91,41,1858.0,True,False,False,False,False,False,True,3
2400,27,183,43,48,42,63,47,0,0,0,0,6.99,30,1858.0,True,False,False,False,False,False,True,3
1300,33,190,39,48,58,69,42,0,0,0,0,7.2,40,1858.0,True,False,False,False,False,False,True,3
435,37,192,0,0,65,0,0,72,52,58,61,7.21,45,1858.0,False,False,True,False,False,False,True,0
2000,27,184,65,48,54,35,45,0,0,0,0,7.03,38,1858.0,False,True,False,False,False,False,True,4
655,31,185,63,42,42,25,48,0,0,0,0,6.79,35,1858.0,False,True,False,False,False,False,True,4
420,24,176,56,70,30,29,49,0,0,0,0,7.01,28,1858.0,False,True,False,False,False,False,True,4
570,26,181,46,49,48,50,43,0,0,0,0,6.88,31,1858.0,False,False,False,True,False,False,True,2
760,24,175,52,47,46,46,52,0,0,0,0,6.85,27,1858.0,False,False,False,True,False,True,False,6
825,31,185,48,52,60,67,46,0,0,0,0,6.77,10,1858.0,False,False,False,True,False,False,True,2
1400,28,175,54,56,34,37,53,0,0,0,0,6.74,26,1858.0,False,False,False,True,False,False,True,2
190,35,175,48,50,45,49,51,0,0,0,0,6.77,26,1858.0,False,False,False,True,False,False,True,2
2600,22,172,36,41,52,68,38,0,0,0,0,6.97,32,1858.0,True,False,False,False,False,True,False,5
315,32,181,39,53,50,70,40,0,0,0,0,6.97,39,1858.0,True,False,False,False,False,True,False,5
1600,26,183,35,41,62,77,37,0,0,0,0,6.92,37,1858.0,True,False,False,False,False,False,True,3
480,28,184,34,45,54,64,37,0,0,0,0,6.74,27,1858.0,True,False,False,False,False,True,False,5
120,40,183,0,0,45,0,0,70,46,57,58,7.05,13,1858.0,False,False,True,False,False,False,True,0
440,34,180,63,52,42,32,50,0,0,0,0,6.72,34,1858.0,False,True,False,False,False,False,True,4
370,29,171,60,49,46,31,48,0,0,0,0,6.65,21,1858.0,False,True,False,False,False,False,True,4
430,27,185,57,45,45,32,37,0,0,0,0,6.73,33,1858.0,False,True,False,False,False,False,True,4
370,22,180,58,41,31,30,43,0,0,0,0,6.61,18,1858.0,False,True,False,False,False,False,True,4
625,22,171,52,54,32,42,53,0,0,0,0,6.71,16,1858.0,False,False,False,True,False,False,True,2
580,25,172,53,47,31,43,55,0,0,0,0,6.73,32,1858.0,False,False,False,True,False,False,True,2
1700,25,165,45,49,41,51,47,0,0,0,0,6.73,36,1858.0,False,False,False,True,False,False,True,2
515,23,177,48,59,44,51,43,0,0,0,0,6.89,22,1858.0,False,False,False,True,False,False,True,2
725,23,181,45,41,49,56,47,0,0,0,0,6.92,27,1858.0,False,False,False,True,False,False,True,2
310,23,170,55,65,35,36,57,0,0,0,0,7.34,25,1858.0,False,False,False,True,False,False,True,2
52,33,169,46,44,55,60,43,0,0,0,0,6.78,26,1858.0,False,False,False,True,False,False,True,2
460,25,184,34,41,48,71,34,0,0,0,0,6.87,27,1858.0,True,False,False,False,False,False,True,3
535,26,179,44,46,47,64,52,0,0,0,0,6.86,38,1858.0,True,False,False,False,False,True,False,5
525,24,187,34,49,42,54,36,0,0,0,0,6.69,20,1858.0,True,False,False,False,False,True,False,5
170,24,185,36,47,56,65,40,0,0,0,0,7.18,22,1858.0,True,False,False,False,False,True,False,5
430,33,188,0,0,55,0,0,62,46,53,63,7.03,32,1858.0,False,False,True,False,False,False,True,0
3400,29,189,68,44,50,28,45,0,0,0,0,7.06,34,1858.0,False,True,False,False,False,False,True,4
270,35,183,74,49,47,26,55,0,0,0,0,6.59,17,1858.0,False,True,False,False,True,False,False,1
195,35,179,60,42,39,30,47,0,0,0,0,6.68,20,1858.0,False,True,False,False,False,False,True,4
195,36,182,59,41,38,37,46,0,0,0,0,6.64,18,1858.0,False,True,False,False,False,False,True,4
1000,25,172,54,57,34,36,49,0,0,0,0,6.69,38,1858.0,False,False,False,True,False,False,True,2
1500,24,169,56,49,40,41,55,0,0,0,0,6.95,27,1858.0,False,False,False,True,False,True,False,6
1200,21,173,55,58,35,35,47,0,0,0,0,6.65,21,1858.0,False,False,False,True,False,False,True,2
5200,25,169,58,63,40,38,65,0,0,0,0,7.17,41,1858.0,False,False,False,True,False,False,True,2
620,29,178,46,51,33,46,44,0,0,0,0,6.68,29,1858.0,False,False,False,True,False,False,True,2
1900,27,175,56,49,38,37,51,0,0,0,0,6.71,44,1858.0,False,False,False,True,False,True,False,6
4100,25,177,44,48,52,59,48,0,0,0,0,6.84,43,1858.0,False,False,False,True,False,False,True,2
1500,30,174,46,48,48,53,48,0,0,0,0,6.74,24,1858.0,False,False,False,True,False,True,False,6
410,32,174,55,56,47,48,60,0,0,0,0,6.68,16,1858.0,False,False,False,True,False,True,False,6
53,38,176,47,48,48,54,51,0,0,0,0,6.78,14,1858.0,False,False,False,True,False,True,False,6
670,25,175,38,44,33,52,44,0,0,0,0,6.6,32,1858.0,True,False,False,False,False,True,False,5
3300,23,176,44,52,46,62,47,0,0,0,0,6.9,39,1858.0,True,False,False,False,False,False,True,3
825,23,191,35,48,50,64,39,0,0,0,0,6.85,23,1858.0,True,False,False,False,False,True,False,5
230,34,178,42,51,56,69,50,0,0,0,0,6.94,28,1858.0,True,False,False,False,False,True,False,5
165,35,185,35,45,60,70,39,0,0,0,0,6.73,33,1858.0,True,False,False,False,False,False,True,3
190,31,191,34,46,57,66,39,0,0,0,0,7.14,26,1858.0,True,False,False,False,False,False,True,3
2900,30,188,0,0,56,0,0,61,47,61,66,7.04,39,1858.0,False,False,True,False,False,False,True,0
1300,27,185,0,0,58,0,0,61,50,59,65,6.92,26,1858.0,False,False,True,False,False,True,False,0
1300,22,172,59,54,38,35,57,0,0,0,0,6.66,22,1858.0,False,True,False,False,False,False,True,4
930,28,183,62,49,41,28,43,0,0,0,0,6.74,15,1858.0,False,True,False,False,False,False,True,4
515,23,172,54,34,36,31,43,0,0,0,0,6.54,21,1858.0,False,True,False,False,False,False,True,4
320,30,172,50,50,41,44,58,0,0,0,0,6.63,10,1858.0,False,False,False,True,False,False,True,2
91,33,177,41,43,41,56,40,0,0,0,0,6.77,19,1858.0,False,False,False,True,False,False,True,2
52,37,170,48,51,42,48,48,0,0,0,0,6.78,25,1858.0,False,False,False,True,False,False,True,2
645,24,180,40,47,48,60,40,0,0,0,0,6.61,32,1858.0,False,False,False,True,False,False,True,2
190,24,176,55,57,36,37,48,0,0,0,0,6.86,20,1858.0,False,False,False,True,False,True,False,6
410,26,191,33,41,50,66,33,0,0,0,0,6.64,10,1858.0,True,False,False,False,False,True,False,5
410,23,182,34,39,47,62,37,0,0,0,0,6.69,18,1858.0,True,False,False,False,False,False,True,3
140,22,184,36,49,48,55,43,0,0,0,0,6.96,19,1858.0,True,False,False,False,False,True,False,5
140,23,186,33,40,59,77,38,0,0,0,0,6.49,10,1858.0,True,False,False,False,False,False,True,3
94,32,173,45,54,39,48,57,0,0,0,0,6.88,20,1858.0,True,False,False,False,False,False,True,3
485,23,175,37,38,38,56,42,0,0,0,0,6.63,27,1858.0,True,False,False,False,False,True,False,5
155,29,180,37,43,43,58,44,0,0,0,0,6.53,15,1858.0,True,False,False,False,False,True,False,5
270,28,191,32,44,52,70,36,0,0,0,0,6.91,27,1858.0,True,False,False,False,False,False,True,3
385,29,191,0,0,15,0,0,51,24,42,51,7.15,27,1858.0,False,False,True,False,False,False,True,0
160,24,184,0,0,30,0,0,58,37,54,58,7.31,22,1858.0,False,False,True,False,False,False,True,0
2100,28,180,58,51,44,38,42,0,0,0,0,6.97,25,1858.0,False,True,False,False,False,False,True,4
970,30,190,67,56,48,31,50,0,0,0,0,7.08,28,1858.0,False,True,False,False,False,False,True,4
1400,27,175,59,56,38,34,48,0,0,0,0,6.91,43,1858.0,False,True,False,False,False,False,True,4
825,23,170,60,56,42,39,54,0,0,0,0,6.69,17,1858.0,False,True,False,False,False,True,False,7
410,23,175,63,65,42,29,43,0,0,0,0,7.03,26,1858.0,False,True,False,False,False,False,True,4
3800,23,182,51,58,48,47,52,0,0,0,0,6.94,36,1858.0,False,False,False,True,False,False,True,2
2800,28,179,44,47,53,64,46,0,0,0,0,6.95,41,1858.0,False,False,False,True,False,False,True,2
1800,25,171,55,54,38,41,58,0,0,0,0,6.88,20,1858.0,False,False,False,True,False,True,False,6
465,30,175,56,59,36,36,49,0,0,0,0,6.76,15,1858.0,False,False,False,True,False,False,True,2
485,26,175,46,50,41,43,49,0,0,0,0,6.85,29,1858.0,False,False,False,True,False,False,True,2
645,29,174,56,58,33,39,59,0,0,0,0,6.95,30,1858.0,False,False,False,True,False,False,True,2
550,24,178,45,41,41,51,44,0,0,0,0,6.67,27,1858.0,False,False,False,True,False,False,True,2
955,31,178,47,52,63,57,53,0,0,0,0,6.81,21,1858.0,False,False,False,True,False,False,True,2
720,27,178,37,44,38,60,39,0,0,0,0,6.79,22,1858.0,True,False,False,False,False,False,True,3
340,24,170,38,43,45,65,40,0,0,0,0,6.78,23,1858.0,True,False,False,False,False,True,False,5
270,34,186,35,42,62,76,38,0,0,0,0,7.02,34,1858.0,True,False,False,False,False,False,True,3
210,34,190,34,43,53,73,37,0,0,0,0,6.85,35,1858.0,True,False,False,False,False,False,True,3
935,26,180,38,43,62,74,44,0,0,0,0,7.03,35,1858.0,True,False,False,False,False,True,False,5
420,30,171,41,45,46,64,46,0,0,0,0,6.83,32,1858.0,True,False,False,False,False,True,False,5
1300,25,175,40,49,39,65,42,0,0,0,0,6.67,31,1858.0,True,False,False,False,False,False,True,3
325,37,189,0,0,56,0,0,64,46,55,59,7.07,33,1858.0,False,False,True,False,False,False,True,0
1500,33,188,67,51,52,32,52,0,0,0,0,6.97,46,1858.0,False,True,False,False,False,False,True,4
1700,20,177,59,44,41,34,45,0,0,0,0,6.58,30,1858.0,False,True,False,False,False,False,True,4
3100,25,185,65,55,54,32,48,0,0,0,0,6.97,35,1858.0,False,True,False,False,False,True,False,7
1400,32,180,62,46,47,37,52,0,0,0,0,6.89,26,1858.0,False,True,False,False,False,False,True,4
2200,26,171,47,50,41,42,52,0,0,0,0,6.7,41,1858.0,False,False,False,True,False,False,True,2
865,35,178,58,60,42,40,64,0,0,0,0,7.02,28,1858.0,False,False,False,True,False,True,False,6
1100,33,178,46,55,55,59,47,0,0,0,0,6.95,35,1858.0,False,False,False,True,False,False,True,2
2900,21,170,57,63,29,32,58,0,0,0,0,6.88,28,1858.0,False,False,False,True,False,False,True,2
2100,23,169,52,51,35,36,50,0,0,0,0,6.78,26,1858.0,False,False,False,True,False,False,True,2
1600,20,174,56,64,32,32,48,0,0,0,0,7.06,33,1858.0,False,False,False,True,False,False,True,2
615,25,182,47,49,37,43,52,0,0,0,0,6.71,24,1858.0,False,False,False,True,False,True,False,6
390,35,177,43,51,46,61,52,0,0,0,0,7.09,29,1858.0,True,False,False,False,False,False,True,3
515,31,190,33,41,49,67,36,0,0,0,0,6.88,28,1858.0,True,False,False,False,False,False,True,3
205,24,183,37,41,58,71,36,0,0,0,0,6.72,12,1858.0,True,False,False,False,False,True,False,5
1200,24,170,42,41,52,71,45,0,0,0,0,6.94,27,1858.0,True,False,False,False,False,True,False,5
290,33,185,35,42,54,70,37,0,0,0,0,7.04,31,1858.0,True,False,False,False,False,False,True,3
170,35,169,41,47,52,69,48,0,0,0,0,7.02,22,1858.0,True,False,False,False,False,True,False,5
305,28,186,40,52,40,61,44,0,0,0,0,6.78,32,1858.0,True,False,False,False,False,True,False,5
1900,33,188,0,0,64,0,0,64,56,54,68,7.04,42,1858.0,False,False,True,False,False,False,True,0
1400,30,174,62,56,40,33,55,0,0,0,0,7.07,25,1858.0,False,True,False,False,False,False,True,4
1700,31,182,70,52,48,29,49,0,0,0,0,6.92,29,1858.0,False,True,False,False,False,False,True,4
1100,27,179,59,46,48,36,42,0,0,0,0,6.74,27,1858.0,False,True,False,False,False,True,False,7
775,27,184,59,45,45,35,42,0,0,0,0,6.69,19,1858.0,False,True,False,False,False,False,True,4
3600,28,175,63,67,41,33,68,0,0,0,0,6.98,44,1858.0,False,False,False,True,False,False,True,2
1900,23,180,47,54,47,50,48,0,0,0,0,6.82,35,1858.0,False,False,False,True,False,False,True,2
1600,25,175,54,58,37,41,61,0,0,0,0,6.81,36,1858.0,False,False,False,True,False,False,True,2
775,29,180,46,46,43,48,47,0,0,0,0,6.72,33,1858.0,False,False,False,True,False,False,True,2
775,22,165,55,55,19,32,56,0,0,0,0,6.79,18,1858.0,False,False,False,True,False,False,True,2
910,30,182,57,57,39,42,59,0,0,0,0,6.95,21,1858.0,False,False,False,True,False,False,True,2
405,31,184,51,55,37,40,57,0,0,0,0,6.88,27,1858.0,False,False,False,True,False,False,True,2
160,36,168,52,45,33,37,50,0,0,0,0,6.68,16,1858.0,False,False,False,True,False,False,True,2
735,30,173,44,53,44,59,53,0,0,0,0,6.78,39,1858.0,True,False,False,False,False,False,True,3
905,23,173,40,48,54,75,44,0,0,0,0,7.05,34,1858.0,True,False,False,False,False,False,True,3
1900,23,174,44,53,50,63,49,0,0,0,0,6.83,30,1858.0,True,False,False,False,True,False,False,1
625,23,185,35,43,51,60,39,0,0,0,0,6.8,20,1858.0,True,False,False,False,False,False,True,3
560,27,187,36,46,56,72,41,0,0,0,0,6.83,11,1858.0,True,False,False,False,False,True,False,5
430,33,184,39,47,58,67,44,0,0,0,0,6.8,23,1858.0,True,False,False,False,False,False,True,3
1400,31,180,38,43,56,76,36,0,0,0,0,7.12,42,1858.0,True,False,False,False,False,True,False,5
92,33,185,38,49,64,80,40,0,0,0,0,7.04,17,1858.0,True,False,False,False,False,False,True,3
390,25,185,34,42,52,71,35,0,0,0,0,6.59,15,1858.0,True,False,False,False,False,False,True,3
650,29,175,40,48,49,67,44,0,0,0,0,6.74,18,1858.0,True,False,False,False,False,False,True,3
805,29,187,0,0,43,0,0,58,45,55,56,6.96,27,1858.0,False,False,True,False,False,False,True,0
1100,33,183,58,48,44,32,36,0,0,0,0,6.6,22,1858.0,False,True,False,False,False,False,True,4
1200,27,178,58,46,41,33,43,0,0,0,0,6.76,40,1858.0,False,True,False,False,True,False,False,1
290,23,192,57,42,45,38,36,0,0,0,0,6.85,28,1858.0,False,True,False,False,False,True,False,7
450,24,174,54,41,34,34,43,0,0,0,0,6.46,17,1858.0,False,True,False,False,False,True,False,7
640,22,164,52,46,31,32,50,0,0,0,0,6.64,32,1858.0,False,False,False,True,False,False,True,2
1100,26,172,59,55,39,35,51,0,0,0,0,7.17,37,1858.0,False,False,False,True,False,True,False,6
2400,27,179,50,55,49,53,50,0,0,0,0,6.81,39,1858.0,False,False,False,True,False,False,True,2
640,25,175,45,46,51,58,44,0,0,0,0,6.73,31,1858.0,False,False,False,True,False,False,True,2
375,25,188,42,41,47,61,42,0,0,0,0,6.87,32,1858.0,False,False,False,True,False,False,True,2
420,33,167,57,55,38,39,58,0,0,0,0,6.88,32,1858.0,False,False,False,True,False,True,False,6
365,28,178,46,45,40,48,49,0,0,0,0,6.68,30,1858.0,False,False,False,True,False,False,True,2
455,25,177,49,49,51,58,50,0,0,0,0,6.81,24,1858.0,False,False,False,True,False,False,True,2
170,35,173,49,49,38,45,47,0,0,0,0,6.66,25,1858.0,False,False,False,True,False,False,True,2
485,25,175,44,49,50,64,48,0,0,0,0,6.94,34,1858.0,True,False,False,False,False,True,False,5
1600,26,184,36,43,58,75,37,0,0,0,0,6.98,41,1858.0,True,False,False,False,False,True,False,5
370,25,181,33,43,39,56,37,0,0,0,0,6.83,20,1858.0,True,False,False,False,False,False,True,3
425,33,190,34,43,56,75,35,0,0,0,0,6.94,31,1858.0,True,False,False,False,False,True,False,5
515,26,179,41,46,46,63,46,0,0,0,0,6.81,27,1858.0,True,False,False,False,False,False,True,3
1100,25,184,0,0,34,0,0,47,38,54,62,7.13,39,1858.0,False,False,True,False,False,False,True,0
4100,31,183,70,56,51,35,44,0,0,0,0,7.12,42,1858.0,False,True,False,False,False,False,True,4
4100,24,179,61,56,36,32,57,0,0,0,0,6.82,45,1858.0,False,True,False,False,True,False,False,1
8600,23,180,65,51,34,34,59,0,0,0,0,7.04,42,1858.0,False,False,False,True,False,False,True,2
9400,25,167,60,65,47,42,62,0,0,0,0,7.36,53,1858.0,False,False,False,True,False,False,True,2
2600,31,167,52,58,32,40,54,0,0,0,0,7.11,22,1858.0,False,False,False,True,False,False,True,2
1900,34,182,59,52,41,36,66,0,0,0,0,7.15,53,1858.0,False,False,False,True,False,True,False,6
2100,27,178,56,57,41,39,58,0,0,0,0,6.76,30,1858.0,False,False,False,True,False,False,True,2
7200,23,178,48,59,58,54,54,0,0,0,0,6.95,38,1858.0,False,False,False,True,False,False,True,2
1300,30,179,45,51,42,47,47,0,0,0,0,6.66,27,1858.0,False,False,False,True,False,False,True,2
2400,25,179,49,54,48,46,53,0,0,0,0,7.12,33,1858.0,False,False,False,True,False,False,True,2
1600,33,180,52,56,45,47,55,0,0,0,0,6.92,45,1858.0,False,False,False,True,False,False,True,2
5300,29,180,36,48,61,72,45,0,0,0,0,7.18,48,1858.0,True,False,False,False,False,False,True,3
3600,20,183,36,43,55,70,40,0,0,0,0,7.14,23,1858.0,True,False,False,False,False,False,True,3
4900,21,181,48,50,37,49,52,0,0,0,0,6.87,25,1858.0,True,False,False,False,False,False,True,3
655,33,186,32,44,55,69,38,0,0,0,0,6.76,20,1858.0,True,False,False,False,False,True,False,5
275,35,169,41,51,51,65,50,0,0,0,0,6.77,29,1858.0,True,False,False,False,False,False,True,3
1200,32,186,36,49,63,78,40,0,0,0,0,7.0,38,1858.0,True,False,False,False,False,False,True,3
4000,28,175,41,50,49,64,50,0,0,0,0,7.04,45,1858.0,True,False,False,False,False,True,False,5
1800,25,180,41,48,48,69,46,0,0,0,0,6.92,32,1858.0,True,False,False,False,False,False,True,3
2900,26,170,42,46,52,71,46,0,0,0,0,6.93,35,1858.0,True,False,False,False,False,False,True,3
1200,37,189,0,0,57,0,0,64,51,57,62,7.11,52,1858.0,False,False,True,False,False,False,True,0
1200,22,178,56,42,47,34,33,0,0,0,0,6.7,25,1858.0,False,True,False,False,False,False,True,4
865,33,185,62,51,55,35,40,0,0,0,0,7.01,20,1858.0,False,True,False,False,False,True,False,7
1900,21,182,61,59,40,27,40,0,0,0,0,6.9,36,1858.0,False,True,False,False,False,False,True,4
8400,23,168,58,63,35,39,56,0,0,0,0,7.04,44,1858.0,False,False,False,True,False,True,False,6
535,25,170,54,59,39,41,50,0,0,0,0,7.02,24,1858.0,False,False,False,True,False,False,True,2
2100,22,175,45,48,42,49,45,0,0,0,0,6.75,24,1858.0,False,False,False,True,False,False,True,2
530,36,170,61,57,38,38,66,0,0,0,0,7.12,42,1858.0,False,False,False,True,False,True,False,6
2600,20,173,49,57,40,47,50,0,0,0,0,6.87,37,1858.0,False,False,False,True,False,True,False,6
380,34,171,57,59,44,46,58,0,0,0,0,6.9,40,1858.0,False,False,False,True,False,False,True,2
2700,23,170,45,44,50,57,43,0,0,0,0,6.8,36,1858.0,False,False,False,True,False,False,True,2
710,31,186,53,59,55,57,53,0,0,0,0,6.99,38,1858.0,False,False,False,True,False,False,True,2
525,23,176,49,54,43,46,44,0,0,0,0,6.5,13,1858.0,False,False,False,True,False,False,True,2
750,23,184,36,41,37,58,36,0,0,0,0,6.73,29,1858.0,True,False,False,False,False,True,False,5
2100,23,173,43,42,46,64,47,0,0,0,0,6.85,36,1858.0,True,False,False,False,False,True,False,5
1000,27,190,34,41,55,72,32,0,0,0,0,6.74,28,1858.0,True,False,False,False,False,False,True,3
1400,29,185,34,41,63,78,36,0,0,0,0,7.06,40,1858.0,True,False,False,False,False,False,True,3
2700,27,174,39,44,52,72,42,0,0,0,0,6.97,35,1858.0,True,False,False,False,False,False,True,3
120,36,191,35,42,60,78,33,0,0,0,0,7.19,39,1858.0,True,False,False,False,True,False,False,1
310,34,177,40,41,43,61,39,0,0,0,0,6.65,31,1858.0,True,False,False,False,False,False,True,3
140,22,185,39,54,56,62,44,0,0,0,0,7.29,20,1858.0,True,False,False,False,False,True,False,5
145,37,190,0,0,52,0,0,69,43,55,57,7.29,45,1858.0,False,False,True,False,False,False,True,0
5400,27,184,65,51,55,35,44,0,0,0,0,7.05,49,1858.0,False,True,False,False,False,False,True,4
4600,25,156,62,69,43,36,56,0,0,0,0,6.91,48,1858.0,False,True,False,False,False,False,True,4
775,27,180,66,52,47,34,40,0,0,0,0,6.94,40,1858.0,False,True,False,False,False,False,True,4
745,32,178,63,44,48,33,44,0,0,0,0,6.94,36,1858.0,False,True,False,False,False,False,True,4
385,24,171,61,65,30,19,46,0,0,0,0,7.11,23,1858.0,False,True,False,False,False,False,True,4
8200,20,180,47,50,40,52,47,0,0,0,0,6.76,48,1858.0,False,False,False,True,False,False,True,2
195,38,182,40,45,49,56,42,0,0,0,0,6.65,32,1858.0,False,False,False,True,False,True,False,6
1700,24,175,60,60,43,39,60,0,0,0,0,7.1,35,1858.0,False,False,False,True,False,False,True,2
2600,21,174,55,46,32,37,46,0,0,0,0,6.65,46,1858.0,False,False,False,True,False,True,False,6
3800,26,175,52,58,57,66,53,0,0,0,0,7.1,50,1858.0,False,False,False,True,False,False,True,2
2100,25,179,59,53,36,37,64,0,0,0,0,6.95,30,1858.0,False,False,False,True,False,False,True,2
1400,28,170,44,47,43,52,45,0,0,0,0,6.8,29,1858.0,False,False,False,True,False,False,True,2
290,25,176,43,43,41,54,43,0,0,0,0,6.69,14,1858.0,False,False,False,True,False,False,True,2
210,23,177,42,48,39,54,41,0,0,0,0,6.6,18,1858.0,False,False,False,True,False,False,True,2
775,26,180,35,45,59,66,39,0,0,0,0,6.72,30,1858.0,True,False,False,False,False,True,False,5
915,25,185,35,40,59,73,38,0,0,0,0,7.06,19,1858.0,True,False,False,False,False,False,True,3
2300,22,182,38,43,54,70,39,0,0,0,0,6.84,33,1858.0,True,False,False,False,False,False,True,3
