market_value,age,height,attacking,technical,tactical,defending,creativity,saves,anticipation,ball_distribution,aerial,avg_score_last_12_months,appearances_last_12_months,point_of_tournament,pos_D,pos_F,pos_G,pos_M,foot_Both,foot_Left,foot_Right,cluster
2100,33,184,60,56,43,41,55,0,0,0,0,6.84,49,1788.65,False,False,False,True,False,False,True,2
15500,26,185,57,62,52,47,63,0,0,0,0,7.01,48,1788.65,False,False,False,True,False,True,False,6
9200,28,174,65,70,41,36,64,0,0,0,0,7.03,50,1788.65,False,False,False,True,False,False,True,2
13000,26,167,60,60,45,46,65,0,0,0,0,7.39,45,1788.65,False,False,False,True,False,False,True,2
5400,30,186,51,51,53,57,55,0,0,0,0,6.93,52,1788.65,False,False,False,True,False,False,True,2
4600,27,175,59,68,44,38,58,0,0,0,0,7.07,44,1788.65,False,False,False,True,False,True,False,6
5200,19,184,53,60,44,44,52,0,0,0,0,6.75,46,1788.65,False,False,False,True,False,True,False,6
5400,27,172,51,59,56,50,56,0,0,0,0,6.7,20,1788.65,False,False,False,True,False,True,False,6
430,36,189,38,46,66,72,44,0,0,0,0,7.13,27,1788.65,True,False,False,False,False,False,True,3
7500,26,180,44,53,46,58,49,0,0,0,0,6.91,56,1788.65,True,False,False,False,False,True,False,5
8200,26,180,46,49,42,57,54,0,0,0,0,6.81,31,1788.65,True,False,False,False,False,True,False,5
3300,28,192,36,49,63,74,43,0,0,0,0,7.14,58,1788.65,True,False,False,False,False,False,True,3
6600,28,189,39,48,64,72,46,0,0,0,0,7.11,50,1788.65,True,False,False,False,False,True,False,5
1800,31,171,38,48,43,56,40,0,0,0,0,6.84,21,1788.65,True,False,False,False,False,False,True,3
4300,20,173,41,43,50,60,46,0,0,0,0,6.81,49,1788.65,True,False,False,False,False,False,True,3
6800,28,185,42,54,75,76,52,0,0,0,0,7.33,32,1788.65,True,False,False,False,False,False,True,3
2900,22,193,0,0,61,0,0,76,51,68,59,7.14,33,1788.65,False,False,True,False,False,False,True,0
6200,28,190,0,0,59,0,0,70,47,60,67,7.02,33,1788.65,False,False,True,False,False,False,True,0
725,35,187,71,49,59,35,41,0,0,0,0,7.14,45,1788.65,False,True,False,False,False,False,True,4
1600,28,179,56,54,42,39,46,0,0,0,0,6.77,41,1788.65,False,True,False,False,False,False,True,4
2700,25,184,66,51,46,21,48,0,0,0,0,6.92,29,1788.65,False,True,False,False,True,False,False,1
1600,37,175,67,70,46,32,64,0,0,0,0,7.37,30,1788.65,False,False,False,True,True,False,False,8
4600,23,171,58,66,47,49,52,0,0,0,0,6.98,43,1788.65,False,False,False,True,False,True,False,6
4600,22,179,46,47,50,53,50,0,0,0,0,6.81,35,1788.65,False,False,False,True,False,True,False,6
1400,27,177,61,52,44,40,65,0,0,0,0,6.91,19,1788.65,False,False,False,True,False,False,True,2
3400,29,178,52,59,54,49,54,0,0,0,0,6.71,30,1788.65,False,False,False,True,False,False,True,2
5600,22,186,50,54,41,46,49,0,0,0,0,6.77,31,1788.65,False,False,False,True,False,True,False,6
970,27,173,52,60,45,45,55,0,0,0,0,6.83,31,1788.65,False,False,False,True,False,False,True,2
875,30,170,58,51,38,41,59,0,0,0,0,6.9,18,1788.65,False,False,False,True,False,False,True,2
1600,25,184,46,53,49,46,46,0,0,0,0,6.78,39,1788.65,False,False,False,True,False,False,True,2
965,29,180,52,52,39,41,55,0,0,0,0,6.92,15,1788.65,False,False,False,True,False,False,True,2
1500,21,176,42,49,36,48,42,0,0,0,0,6.63,24,1788.65,False,False,False,True,False,False,True,2
460,36,171,36,50,64,66,46,0,0,0,0,6.89,41,1788.65,True,False,False,False,False,False,True,3
4500,25,187,34,43,53,61,39,0,0,0,0,6.81,17,1788.65,True,False,False,False,False,False,True,3
6600,23,176,48,54,42,56,57,0,0,0,0,6.86,47,1788.65,True,False,False,False,False,True,False,5
3100,28,183,36,49,57,63,42,0,0,0,0,6.86,43,1788.65,True,False,False,False,False,True,False,5
290,35,191,36,50,70,78,45,0,0,0,0,7.05,22,1788.65,True,False,False,False,False,False,True,3
3100,27,183,48,54,37,49,54,0,0,0,0,6.82,35,1788.65,True,False,False,False,False,False,True,3
2700,27,176,36,43,44,63,37,0,0,0,0,6.77,38,1788.65,True,False,False,False,False,False,True,3
970,27,175,50,65,38,51,54,0,0,0,0,6.92,24,1788.65,True,False,False,False,False,False,True,3
480,30,180,41,41,44,58,48,0,0,0,0,6.7,22,1788.65,True,False,False,False,False,True,False,5
4100,29,188,0,0,51,0,0,58,34,59,59,7.08,49,1788.65,False,False,True,False,False,False,True,0
1400,27,193,0,0,50,0,0,56,34,56,72,6.62,11,1788.65,False,False,True,False,False,False,True,0
180,37,179,62,56,47,35,44,0,0,0,0,6.97,32,1788.65,False,True,False,False,False,False,True,4
485,27,184,62,54,49,35,41,0,0,0,0,6.89,40,1788.65,False,True,False,False,False,True,False,7
1100,28,178,62,62,43,30,39,0,0,0,0,6.92,18,1788.65,False,True,False,False,False,False,True,4
440,33,174,57,60,33,34,57,0,0,0,0,7.01,32,1788.65,False,False,False,True,False,True,False,6
840,32,172,50,53,52,55,61,0,0,0,0,6.93,38,1788.65,False,False,False,True,False,False,True,2
340,33,178,56,57,43,43,58,0,0,0,0,7.39,48,1788.65,False,False,False,True,False,True,False,6
870,23,177,50,58,44,53,50,0,0,0,0,6.68,24,1788.65,False,False,False,True,False,False,True,2
535,28,182,47,54,42,46,47,0,0,0,0,6.78,25,1788.65,False,False,False,True,False,False,True,2
1300,29,186,48,51,45,46,50,0,0,0,0,6.68,20,1788.65,False,False,False,True,False,True,False,6
1900,31,175,40,49,43,50,47,0,0,0,0,6.72,32,1788.65,True,False,False,False,False,True,False,5
260,31,190,35,47,60,68,38,0,0,0,0,6.83,23,1788.65,True,False,False,False,False,False,True,3
870,23,180,43,54,40,55,47,0,0,0,0,6.99,47,1788.65,True,False,False,False,False,False,True,3
465,29,177,40,46,42,60,43,0,0,0,0,6.84,48,1788.65,True,False,False,False,False,True,False,5
140,37,187,36,46,59,70,41,0,0,0,0,7.11,46,1788.65,True,False,False,False,False,False,True,3
310,31,178,40,52,37,52,42,0,0,0,0,6.72,28,1788.65,True,False,False,False,False,False,True,3
415,31,186,0,0,41,0,0,57,34,49,56,7.14,46,1788.65,False,False,True,False,False,False,True,0
3900,29,186,68,54,56,29,44,0,0,0,0,6.91,32,1788.65,False,True,False,False,False,False,True,4
2300,24,179,65,50,52,35,44,0,0,0,0,6.74,19,1788.65,False,True,False,False,False,True,False,7
435,32,179,56,49,43,35,37,0,0,0,0,6.63,22,1788.65,False,True,False,False,False,False,True,4
4800,27,175,63,61,50,36,65,0,0,0,0,7.4,27,1788.65,False,False,False,True,False,True,False,6
7500,25,175,57,54,37,38,61,0,0,0,0,6.9,40,1788.65,False,False,False,True,False,False,True,2
3100,25,175,56,62,37,36,52,0,0,0,0,6.85,35,1788.65,False,False,False,True,False,False,True,2
3100,26,175,54,59,34,37,57,0,0,0,0,6.73,35,1788.65,False,False,False,True,False,False,True,2
720,31,182,51,63,45,48,60,0,0,0,0,7.05,33,1788.65,False,False,False,True,False,False,True,2
5500,23,172,61,61,44,45,64,0,0,0,0,7.16,36,1788.65,False,False,False,True,False,True,False,6
3100,29,167,50,54,54,51,55,0,0,0,0,6.9,31,1788.65,False,False,False,True,False,False,True,2
1000,28,174,49,57,60,58,57,0,0,0,0,6.87,41,1788.65,False,False,False,True,False,False,True,2
4900,26,178,45,53,55,66,56,0,0,0,0,7.08,46,1788.65,True,False,False,False,False,True,False,5
1800,29,176,44,52,53,64,56,0,0,0,0,7.0,45,1788.65,True,False,False,False,False,False,True,3
910,30,181,36,43,40,59,38,0,0,0,0,6.49,12,1788.65,True,False,False,False,False,False,True,3
2900,27,185,38,48,60,68,40,0,0,0,0,6.87,29,1788.65,True,False,False,False,False,False,True,3
2400,29,177,41,53,63,70,52,0,0,0,0,6.99,36,1788.65,True,False,False,False,False,True,False,5
645,31,190,36,49,57,66,40,0,0,0,0,6.86,35,1788.65,True,False,False,False,False,False,True,3
460,33,186,0,0,53,0,0,61,45,63,56,7.02,49,1788.65,False,False,True,False,False,False,True,0
970,32,185,69,55,48,34,50,0,0,0,0,7.04,34,1788.65,False,True,False,False,False,True,False,7
3100,24,183,61,44,38,27,41,0,0,0,0,6.68,26,1788.65,False,True,False,False,False,False,True,4
1000,29,166,70,57,44,32,55,0,0,0,0,7.0,23,1788.65,False,True,False,False,True,False,False,1
325,32,175,59,53,40,35,49,0,0,0,0,6.66,30,1788.65,False,True,False,False,False,False,True,4
485,24,190,61,53,43,39,46,0,0,0,0,6.75,23,1788.65,False,True,False,False,False,False,True,4
490,21,175,55,42,42,36,36,0,0,0,0,6.57,30,1788.65,False,True,False,False,False,False,True,4
1900,29,178,53,55,47,51,53,0,0,0,0,6.94,32,1788.65,False,False,False,True,False,False,True,2
1800,26,176,55,55,37,34,56,0,0,0,0,6.76,20,1788.65,False,False,False,True,False,False,True,2
2100,23,180,53,58,47,46,61,0,0,0,0,6.97,31,1788.65,False,False,False,True,False,False,True,2
825,23,187,47,48,44,48,47,0,0,0,0,6.87,29,1788.65,False,False,False,True,False,False,True,2
750,30,182,50,56,54,53,53,0,0,0,0,6.7,26,1788.65,False,False,False,True,False,True,False,6
1300,28,188,48,56,46,56,50,0,0,0,0,6.64,17,1788.65,False,False,False,True,False,True,False,6
2200,23,176,41,42,38,55,50,0,0,0,0,6.65,18,1788.65,True,False,False,False,False,True,False,5
655,32,184,34,43,58,73,33,0,0,0,0,6.83,33,1788.65,True,False,False,False,False,False,True,3
1600,20,184,43,43,50,63,43,0,0,0,0,6.82,32,1788.65,True,False,False,False,False,True,False,5
690,30,186,36,47,62,66,44,0,0,0,0,6.85,33,1788.65,True,False,False,False,False,True,False,5
1600,24,188,38,44,49,67,43,0,0,0,0,6.75,33,1788.65,True,False,False,False,False,False,True,3
480,31,184,35,46,59,74,39,0,0,0,0,6.87,34,1788.65,True,False,False,False,False,False,True,3
720,20,185,35,47,49,66,35,0,0,0,0,6.97,31,1788.65,True,False,False,False,False,False,True,3
190,33,184,34,44,62,77,39,0,0,0,0,6.94,14,1788.65,True,False,False,False,False,False,True,3
155,24,185,39,47,39,53,41,0,0,0,0,6.67,23,1788.65,True,False,False,False,False,False,True,3
230,36,188,0,0,67,0,0,77,51,65,72,7.02,33,1788.65,False,False,True,False,False,False,True,0
280,31,192,0,0,53,0,0,70,50,60,66,7.05,20,1788.65,False,False,True,False,False,False,True,0
3800,27,182,65,51,49,32,38,0,0,0,0,7.0,16,1788.65,False,True,False,False,False,False,True,4
2900,23,169,64,58,52,37,60,0,0,0,0,7.08,39,1788.65,False,True,False,False,False,False,True,4
3100,29,172,60,62,41,36,54,0,0,0,0,7.02,51,1788.65,False,True,False,False,False,True,False,7
760,32,181,65,53,46,30,45,0,0,0,0,6.9,48,1788.65,False,True,False,False,False,False,True,4
2300,28,182,65,60,41,33,59,0,0,0,0,6.88,36,1788.65,False,True,False,False,False,False,True,4
2600,34,174,58,62,40,36,63,0,0,0,0,6.94,52,1788.65,False,False,False,True,False,True,False,6
5200,28,175,65,70,42,32,68,0,0,0,0,7.29,47,1788.65,False,False,False,True,True,False,False,8
5800,25,181,57,60,36,35,61,0,0,0,0,7.02,36,1788.65,False,False,False,True,False,False,True,2
1900,24,176,56,55,43,48,58,0,0,0,0,7.14,54,1788.65,False,False,False,True,False,True,False,6
1900,28,182,55,57,49,44,53,0,0,0,0,6.98,48,1788.65,False,False,False,True,False,False,True,2
5200,25,174,51,53,48,43,57,0,0,0,0,6.92,58,1788.65,False,False,False,True,False,False,True,2
4200,24,173,48,52,42,51,51,0,0,0,0,6.76,33,1788.65,False,False,False,True,False,False,True,2
825,29,186,46,51,54,63,45,0,0,0,0,6.9,44,1788.65,False,False,False,True,False,True,False,6
1900,29,174,49,50,42,43,52,0,0,0,0,6.9,40,1788.65,False,False,False,True,False,False,True,2
3100,31,181,45,53,44,50,52,0,0,0,0,6.89,34,1788.65,True,False,False,False,False,False,True,3
570,35,187,37,45,64,77,41,0,0,0,0,7.01,50,1788.65,True,False,False,False,False,True,False,5
3300,27,186,36,49,63,68,40,0,0,0,0,6.92,46,1788.65,True,False,False,False,False,False,True,3
870,22,190,36,46,62,77,37,0,0,0,0,7.22,23,1788.65,True,False,False,False,False,False,True,3
925,29,192,35,45,54,64,34,0,0,0,0,6.95,22,1788.65,True,False,False,False,False,False,True,3
260,35,168,40,52,42,57,47,0,0,0,0,6.78,25,1788.65,True,False,False,False,False,False,True,3
1100,27,189,0,0,51,0,0,64,53,61,56,7.13,48,1788.65,False,False,True,False,False,False,True,0
380,34,178,61,50,56,37,41,0,0,0,0,6.82,29,1788.65,False,True,False,False,False,False,True,4
960,24,178,56,54,34,36,48,0,0,0,0,6.65,24,1788.65,False,True,False,False,False,False,True,4
825,27,172,64,61,48,33,46,0,0,0,0,7.15,39,1788.65,False,True,False,False,False,False,True,4
560,26,176,65,57,45,30,45,0,0,0,0,7.13,25,1788.65,False,True,False,False,False,False,True,4
245,24,180,54,48,41,36,42,0,0,0,0,6.71,28,1788.65,False,True,False,False,False,False,True,4
220,42,181,62,58,41,38,59,0,0,0,0,7.18,30,1788.65,False,False,False,True,False,True,False,6
765,32,178,56,53,35,33,57,0,0,0,0,7.06,49,1788.65,False,False,False,True,False,True,False,6
1500,23,193,55,55,45,39,50,0,0,0,0,6.98,26,1788.65,False,False,False,True,False,True,False,6
760,27,171,50,60,45,41,53,0,0,0,0,6.76,22,1788.65,False,False,False,True,False,False,True,2
930,30,171,50,55,47,49,53,0,0,0,0,6.89,46,1788.65,False,False,False,True,False,False,True,2
580,22,178,49,53,38,49,45,0,0,0,0,6.67,29,1788.65,False,False,False,True,False,False,True,2
195,28,178,42,53,45,55,44,0,0,0,0,6.89,30,1788.65,False,False,False,True,False,False,True,2
1800,25,181,38,43,40,53,41,0,0,0,0,6.72,29,1788.65,True,False,False,False,False,False,True,3
195,34,175,38,40,42,59,44,0,0,0,0,6.85,43,1788.65,True,False,False,False,False,True,False,5
470,23,184,32,42,49,65,37,0,0,0,0,6.82,29,1788.65,True,False,False,False,False,True,False,5
970,25,184,35,43,48,65,37,0,0,0,0,7.05,48,1788.65,True,False,False,False,False,False,True,3
525,27,176,39,49,38,53,47,0,0,0,0,6.73,18,1788.65,True,False,False,False,False,True,False,5
820,23,171,38,43,45,60,41,0,0,0,0,6.72,28,1788.65,True,False,False,False,False,False,True,3
330,26,188,34,41,48,66,36,0,0,0,0,6.9,40,1788.65,True,False,False,False,False,True,False,5
49,28,185,34,46,53,67,37,0,0,0,0,6.88,27,1788.65,True,False,False,False,False,False,True,3
1000,31,193,0,0,57,0,0,58,48,60,64,6.85,34,1788.65,False,False,True,False,False,False,True,0
320,34,189,0,0,47,0,0,60,36,48,62,6.93,29,1788.65,False,False,True,False,False,False,True,0
285,36,183,58,49,52,35,46,0,0,0,0,6.72,39,1788.65,False,True,False,False,False,False,True,4
220,38,188,66,54,54,40,42,0,0,0,0,6.98,22,1788.65,False,True,False,False,False,False,True,4
4100,24,176,63,53,49,30,42,0,0,0,0,6.79,31,1788.65,False,True,False,False,False,False,True,4
720,28,185,57,58,36,39,47,0,0,0,0,6.87,36,1788.65,False,True,False,False,False,False,True,4
290,31,177,59,49,48,36,42,0,0,0,0,7.01,38,1788.65,False,True,False,False,False,True,False,7
620,29,177,60,56,38,34,47,0,0,0,0,6.71,27,1788.65,False,True,False,False,False,False,True,4
415,29,172,53,56,35,38,50,0,0,0,0,6.75,39,1788.65,False,True,False,False,False,False,True,4
2400,24,173,45,44,46,52,41,0,0,0,0,6.61,15,1788.65,False,False,False,True,False,False,True,2
1500,30,172,56,59,50,47,61,0,0,0,0,6.61,10,1788.65,False,False,False,True,False,True,False,6
170,36,170,59,61,39,39,56,0,0,0,0,7.23,45,1788.65,False,False,False,True,False,False,True,2
1300,21,177,55,53,45,44,45,0,0,0,0,6.83,14,1788.65,False,False,False,True,False,True,False,6
1000,26,165,55,65,48,44,52,0,0,0,0,7.23,42,1788.65,False,False,False,True,False,True,False,6
415,24,177,52,54,35,38,45,0,0,0,0,6.83,49,1788.65,False,False,False,True,False,False,True,2
415,22,177,46,47,41,49,46,0,0,0,0,6.7,41,1788.65,False,False,False,True,False,False,True,2
485,30,179,45,47,57,58,48,0,0,0,0,6.88,50,1788.65,False,False,False,True,False,False,True,2
840,26,174,48,56,50,50,47,0,0,0,0,6.93,34,1788.65,False,False,False,True,False,False,True,2
360,24,186,48,57,40,43,51,0,0,0,0,6.78,37,1788.65,False,False,False,True,False,True,False,6
165,37,187,34,44,55,68,39,0,0,0,0,6.83,34,1788.65,True,False,False,False,False,False,True,3
1600,24,183,35,45,60,73,37,0,0,0,0,7.17,49,1788.65,True,False,False,False,False,True,False,5
530,29,170,40,49,47,59,47,0,0,0,0,6.94,40,1788.65,True,False,False,False,True,False,False,1
1200,23,171,40,44,39,56,42,0,0,0,0,6.74,31,1788.65,True,False,False,False,False,True,False,5
520,30,189,35,45,58,71,36,0,0,0,0,7.04,47,1788.65,True,False,False,False,False,False,True,3
245,26,188,32,43,52,67,36,0,0,0,0,6.89,18,1788.65,True,False,False,False,False,False,True,3
1100,25,190,0,0,52,0,0,63,49,46,58,7.07,43,1788.65,False,False,True,False,False,False,True,0
1700,36,176,74,60,55,38,45,0,0,0,0,7.1,47,1788.65,False,True,False,False,False,False,True,4
6800,21,181,69,57,48,27,50,0,0,0,0,6.73,38,1788.65,False,True,False,False,False,False,True,4
2100,26,189,68,57,48,29,46,0,0,0,0,6.75,39,1788.65,False,True,False,False,False,False,True,4
1200,33,172,62,67,42,32,61,0,0,0,0,7.22,24,1788.65,False,False,False,True,False,True,False,6
26000,22,176,49,65,60,58,53,0,0,0,0,7.01,58,1788.65,False,False,False,True,False,False,True,2
6800,20,175,59,58,37,33,56,0,0,0,0,6.94,17,1788.65,False,False,False,True,False,True,False,6
1100,36,185,60,61,51,42,65,0,0,0,0,7.04,44,1788.65,False,False,False,True,False,False,True,2
12900,26,170,65,71,41,39,67,0,0,0,0,7.22,61,1788.65,False,False,False,True,False,False,True,2
670,34,184,57,59,39,38,61,0,0,0,0,6.93,45,1788.65,False,False,False,True,False,True,False,6
875,34,174,60,66,43,46,62,0,0,0,0,7.08,38,1788.65,False,False,False,True,False,False,True,2
3700,29,176,62,59,36,30,63,0,0,0,0,6.81,28,1788.65,False,False,False,True,False,True,False,6
8200,22,176,50,56,48,48,54,0,0,0,0,6.84,49,1788.65,False,False,False,True,False,False,True,2
8200,20,178,49,54,39,47,53,0,0,0,0,6.65,26,1788.65,False,False,False,True,False,True,False,6
2800,27,181,55,59,41,44,53,0,0,0,0,6.87,53,1788.65,False,False,False,True,False,False,True,2
2700,30,186,55,58,47,51,63,0,0,0,0,6.94,20,1788.65,False,False,False,True,False,True,False,6
1400,35,174,47,53,42,51,56,0,0,0,0,6.85,37,1788.65,True,False,False,False,False,True,False,5
160,40,183,38,52,53,63,43,0,0,0,0,6.8,38,1788.65,True,False,False,False,False,False,True,3
3400,25,173,40,43,42,59,47,0,0,0,0,6.75,36,1788.65,True,False,False,False,False,False,True,3
5200,28,182,37,52,51,63,41,0,0,0,0,6.62,31,1788.65,True,False,False,False,False,False,True,3
365,33,166,44,47,44,61,51,0,0,0,0,6.81,38,1788.65,True,False,False,False,False,False,True,3
3900,22,171,40,54,42,57,47,0,0,0,0,6.87,19,1788.65,True,False,False,False,False,False,True,3
680,31,180,39,50,45,60,46,0,0,0,0,6.69,40,1788.65,True,False,False,False,False,True,False,5
160,36,187,37,49,49,61,41,0,0,0,0,6.76,20,1788.65,True,False,False,False,False,False,True,3
260,34,181,40,53,57,67,43,0,0,0,0,6.88,23,1788.65,True,False,False,False,False,False,True,3
1600,31,191,35,48,60,65,41,0,0,0,0,6.88,26,1788.65,True,False,False,False,False,False,True,3
210,43,188,0,0,62,0,0,68,45,61,69,7.06,56,1788.65,False,False,True,False,False,False,True,0
730,34,182,66,58,51,33,53,0,0,0,0,6.84,52,1788.65,False,True,False,False,False,False,True,4
1200,32,179,68,52,45,29,43,0,0,0,0,6.84,56,1788.65,False,True,False,False,False,False,True,4
1400,27,177,62,68,37,26,54,0,0,0,0,6.9,37,1788.65,False,True,False,False,False,False,True,4
680,33,169,64,58,42,36,61,0,0,0,0,7.02,40,1788.65,False,False,False,True,False,True,False,6
1300,31,170,56,54,42,41,55,0,0,0,0,6.86,62,1788.65,False,False,False,True,False,False,True,2
850,18,163,56,64,39,37,53,0,0,0,0,6.96,14,1788.65,False,False,False,True,False,False,True,2
1900,28,178,59,61,42,40,63,0,0,0,0,6.95,60,1788.65,False,False,False,True,False,False,True,2
2600,24,169,64,76,35,32,60,0,0,0,0,6.9,46,1788.65,False,False,False,True,False,False,True,2
2400,23,173,60,62,38,35,61,0,0,0,0,6.96,43,1788.65,False,False,False,True,False,True,False,6
2600,27,169,56,60,41,39,55,0,0,0,0,6.88,32,1788.65,False,False,False,True,False,False,True,2
3100,23,178,50,59,39,44,48,0,0,0,0,6.79,18,1788.65,False,False,False,True,False,False,True,2
1900,29,177,52,59,52,54,52,0,0,0,0,6.92,49,1788.65,False,False,False,True,False,False,True,2
475,34,177,45,47,53,57,45,0,0,0,0,6.81,31,1788.65,False,False,False,True,False,False,True,2
1600,27,181,44,42,39,46,47,0,0,0,0,6.63,27,1788.65,False,False,False,True,False,True,False,6
1000,27,185,37,47,63,71,36,0,0,0,0,6.82,30,1788.65,True,False,False,False,False,False,True,3
1300,30,179,44,58,59,69,54,0,0,0,0,7.06,47,1788.65,True,False,False,False,False,False,True,3
525,32,174,43,50,50,61,51,0,0,0,0,6.83,49,1788.65,True,False,False,False,False,True,False,5
210,36,187,35,43,58,69,38,0,0,0,0,6.81,51,1788.65,True,False,False,False,False,True,False,5
820,32,178,36,45,58,69,38,0,0,0,0,6.85,51,1788.65,True,False,False,False,False,False,True,3
1300,26,175,40,49,47,62,52,0,0,0,0,6.83,19,1788.65,True,False,False,False,False,False,True,3
1500,28,188,36,46,67,77,40,0,0,0,0,7.14,40,1788.65,True,False,False,False,False,True,False,5
620,27,171,38,48,45,63,41,0,0,0,0,6.75,22,1788.65,True,False,False,False,False,True,False,5
375,35,188,0,0,52,0,0,65,39,57,62,6.99,59,1788.65,False,False,True,False,False,False,True,0
1700,35,187,61,47,35,21,41,0,0,0,0,6.87,22,1788.65,False,True,False,False,False,False,True,4
4700,32,184,64,54,51,32,44,0,0,0,0,6.64,34,1788.65,False,True,False,False,False,False,True,4
1100,22,189,58,61,53,40,43,0,0,0,0,6.71,30,1788.65,False,True,False,False,False,False,True,4
4600,26,160,67,70,38,27,69,0,0,0,0,7.11,35,1788.65,False,False,False,True,False,False,True,2
4700,28,169,62,61,36,33,60,0,0,0,0,6.99,49,1788.65,False,False,False,True,False,False,True,2
8200,27,175,65,61,44,35,63,0,0,0,0,7.1,48,1788.65,False,False,False,True,False,False,True,2
10300,27,178,53,55,49,50,54,0,0,0,0,6.98,52,1788.65,False,False,False,True,False,False,True,2
2800,24,172,49,51,36,44,48,0,0,0,0,6.68,21,1788.65,False,False,False,True,False,False,True,2
3100,26,183,51,57,49,45,54,0,0,0,0,6.91,33,1788.65,False,False,False,True,False,False,True,2
4600,27,177,49,51,31,38,51,0,0,0,0,6.61,31,1788.65,False,False,False,True,False,False,True,2
1200,21,176,58,63,30,31,56,0,0,0,0,6.7,32,1788.65,False,False,False,True,False,False,True,2
1800,28,177,53,56,46,47,53,0,0,0,0,6.68,25,1788.65,False,False,False,True,False,False,True,2
720,27,169,46,50,51,52,46,0,0,0,0,6.66,42,1788.65,False,False,False,True,False,False,True,2
1500,27,177,57,55,39,31,50,0,0,0,0,6.68,36,1788.65,False,False,False,True,False,True,False,6
1100,33,183,34,41,54,68,36,0,0,0,0,6.73,39,1788.65,True,False,False,False,False,True,False,5
620,34,178,51,56,44,50,60,0,0,0,0,7.02,45,1788.65,True,False,False,False,False,True,False,5
2900,30,188,36,44,59,69,40,0,0,0,0,6.73,24,1788.65,True,False,False,False,False,False,True,3
665,33,172,42,47,42,56,50,0,0,0,0,6.81,21,1788.65,True,False,False,False,False,False,True,3
2400,27,179,44,63,40,53,47,0,0,0,0,6.73,44,1788.65,True,False,False,False,False,False,True,3
485,32,187,36,40,51,70,33,0,0,0,0,6.83,25,1788.65,True,False,False,False,False,False,True,3
95,24,172,36,45,40,61,43,0,0,0,0,6.88,42,1788.65,True,False,False,False,False,True,False,5
1800,24,192,0,0,60,0,0,68,39,57,66,6.96,36,1788.65,False,False,True,False,False,False,True,0
1400,26,198,0,0,20,0,0,54,22,40,58,7.07,26,1788.65,False,False,True,False,False,False,True,0
2000,32,173,68,57,49,34,53,0,0,0,0,7.09,52,1788.65,False,True,False,False,False,False,True,4
6700,21,181,63,48,48,30,45,0,0,0,0,6.81,56,1788.65,False,True,False,False,False,False,True,4
5900,23,175,67,65,48,39,66,0,0,0,0,7.18,39,1788.65,False,True,False,False,False,True,False,7
4900,25,181,58,51,41,34,50,0,0,0,0,6.86,54,1788.65,False,True,False,False,False,False,True,4
3200,21,174,61,58,34,30,52,0,0,0,0,6.78,26,1788.65,False,True,False,False,False,False,True,4
1900,25,183,51,58,51,58,55,0,0,0,0,7.03,45,1788.65,False,False,False,True,False,False,True,2
4300,28,181,56,54,53,50,64,0,0,0,0,7.14,47,1788.65,False,False,False,True,False,True,False,6
4100,23,172,52,50,37,39,52,0,0,0,0,6.78,32,1788.65,False,False,False,True,False,False,True,2
1900,22,175,57,65,40,38,52,0,0,0,0,6.82,29,1788.65,False,False,False,True,False,False,True,2
970,25,177,53,52,34,41,49,0,0,0,0,6.67,15,1788.65,False,False,False,True,False,False,True,2
3900,22,176,47,50,49,49,50,0,0,0,0,6.77,48,1788.65,False,False,False,True,False,False,True,2
2400,19,176,57,58,43,41,47,0,0,0,0,6.68,33,1788.65,False,False,False,True,False,False,True,2
2800,26,176,48,52,58,67,58,0,0,0,0,7.29,51,1788.65,True,False,False,False,False,True,False,5
6200,23,187,43,45,50,61,41,0,0,0,0,6.95,37,1788.65,True,False,False,False,False,True,False,5
1900,22,178,40,49,49,62,46,0,0,0,0,6.75,38,1788.65,True,False,False,False,False,False,True,3
960,23,186,36,50,62,73,41,0,0,0,0,6.87,30,1788.65,True,False,False,False,False,False,True,3
1000,21,182,39,44,49,66,45,0,0,0,0,6.82,38,1788.65,True,False,False,False,False,False,True,3
1000,19,189,32,40,47,66,33,0,0,0,0,6.86,16,1788.65,True,False,False,False,False,False,True,3
875,26,196,38,54,69,81,39,0,0,0,0,7.13,13,1788.65,True,False,False,False,False,False,True,3
3900,26,190,0,0,63,0,0,70,58,64,65,7.12,55,1788.65,False,False,True,False,False,False,True,0
3700,30,181,70,52,54,33,48,0,0,0,0,7.01,43,1788.65,False,True,False,False,False,False,True,4
2700,30,181,64,58,47,35,53,0,0,0,0,6.99,61,1788.65,False,True,False,False,False,True,False,7
4800,26,175,61,65,44,35,50,0,0,0,0,6.86,43,1788.65,False,True,False,False,False,False,True,4
3600,26,181,72,57,58,37,51,0,0,0,0,7.14,28,1788.65,False,True,False,False,False,True,False,7
1100,22,176,58,55,45,41,53,0,0,0,0,6.73,41,1788.65,False,True,False,False,False,False,True,4
4400,32,180,59,61,49,36,65,0,0,0,0,7.16,26,1788.65,False,False,False,True,False,True,False,6
5300,31,172,61,69,36,36,57,0,0,0,0,7.03,29,1788.65,False,False,False,True,False,False,True,2
13600,22,178,51,55,58,54,52,0,0,0,0,6.98,56,1788.65,False,False,False,True,False,False,True,2
365,36,187,53,57,56,60,52,0,0,0,0,7.2,11,1788.65,False,False,False,True,False,True,False,6
9500,23,174,56,56,41,41,62,0,0,0,0,6.75,35,1788.65,False,False,False,True,False,True,False,6
