market_value,age,height,preferred_foot,attacking,technical,tactical,defending,creativity,saves,anticipation,ball_distribution,aerial,avg_score_last_12_months,appearances_last_12_months,point_of_tournament,pos_D,pos_F,pos_G,pos_M
2400,24,188,2,36,52,71,84,42,0,0,0,0,6.88,25,1724.6,1,0,0,0
2600,28,187,2,42,40,37,62,52,0,0,0,0,6.74,23,1724.6,1,0,0,0
2800,27,188,2,35,43,64,79,40,0,0,0,0,6.93,32,1724.6,1,0,0,0
2900,27,191,1,39,49,73,78,42,0,0,0,0,6.92,37,1724.6,1,0,0,0
1500,27,183,1,57,55,32,52,67,0,0,0,0,6.72,15,1724.6,1,0,0,0
1800,23,184,1,43,43,44,60,53,0,0,0,0,6.68,32,1724.6,1,0,0,0
2300,26,187,1,43,54,41,54,51,0,0,0,0,6.62,16,1724.6,1,0,0,0
485,35,194,1,0,0,69,0,0,81,43,73,85,7.16,19,1724.6,0,0,1,0
5200,22,191,2,0,0,68,0,0,77,49,69,67,7.27,23,1724.6,0,0,1,0
12600,27,180,0,73,54,38,11,56,0,0,0,0,6.77,22,1724.6,0,1,0,0
1600,37,180,2,76,68,42,28,79,0,0,0,0,7.34,35,1724.6,0,1,0,0
2100,28,174,2,64,50,49,32,41,0,0,0,0,6.76,21,1724.6,0,1,0,0
655,31,198,2,48,25,26,20,35,0,0,0,0,6.61,14,1724.6,0,1,0,0
7100,24,178,1,49,50,40,48,58,0,0,0,0,6.76,37,1724.6,0,0,0,1
4800,27,183,2,52,54,47,43,54,0,0,0,0,6.73,33,1724.6,0,0,0,1
3600,27,189,1,54,48,47,45,63,0,0,0,0,6.89,15,1724.6,0,0,0,1
2800,21,181,2,48,45,28,37,49,0,0,0,0,6.6,33,1724.6,0,0,0,1
5300,20,180,1,59,52,29,28,54,0,0,0,0,6.79,33,1724.6,0,0,0,1
1900,26,179,1,66,60,42,29,62,0,0,0,0,6.98,37,1724.6,0,0,0,1
1100,23,175,2,62,66,28,26,66,0,0,0,0,6.71,17,1724.6,0,0,0,1
3300,26,184,2,53,46,42,47,50,0,0,0,0,6.77,30,1724.6,0,0,0,1
2100,23,183,1,55,60,37,35,57,0,0,0,0,6.69,33,1724.6,0,0,0,1
2400,27,185,2,51,42,47,53,53,0,0,0,0,6.68,16,1724.6,0,0,0,1
1100,24,182,2,51,46,30,39,50,0,0,0,0,6.7,27,1724.6,0,0,0,1
1500,32,185,2,32,47,49,60,37,0,0,0,0,6.69,22,1724.6,1,0,0,0
3400,21,184,1,36,43,60,74,33,0,0,0,0,6.82,17,1724.6,1,0,0,0
7300,22,185,1,37,41,48,67,32,0,0,0,0,6.81,35,1724.6,1,0,0,0
6600,23,186,2,46,48,44,52,53,0,0,0,0,6.6,22,1724.6,1,0,0,0
1500,31,189,2,35,42,64,75,39,0,0,0,0,6.73,31,1724.6,1,0,0,0
530,27,185,2,33,42,50,66,35,0,0,0,0,6.72,16,1724.6,1,0,0,0
1400,38,185,2,0,0,46,0,0,70,34,71,50,6.81,40,1724.6,0,0,1,0
1500,20,185,2,60,49,40,28,43,0,0,0,0,6.82,26,1721.07,0,1,0,0
855,28,188,1,65,50,45,32,44,0,0,0,0,6.85,19,1721.07,0,1,0,0
1800,28,186,2,60,57,45,43,59,0,0,0,0,7.19,26,1721.07,0,0,0,1
3800,23,177,1,59,61,42,46,54,0,0,0,0,7.07,31,1721.07,0,0,0,1
985,26,178,1,54,54,52,51,58,0,0,0,0,6.88,30,1721.07,0,0,0,1
2900,22,186,2,58,54,41,45,56,0,0,0,0,7.2,30,1721.07,0,0,0,1
3700,23,174,1,57,49,44,42,60,0,0,0,0,7.29,33,1721.07,0,0,0,1
2800,21,183,2,50,47,50,56,50,0,0,0,0,6.91,35,1721.07,0,0,0,1
2600,25,180,2,49,49,54,63,48,0,0,0,0,7.05,31,1721.07,0,0,0,1
540,27,182,2,60,45,40,39,41,0,0,0,0,6.79,27,1721.07,0,0,0,1
310,22,179,2,51,61,44,43,52,0,0,0,0,6.69,13,1721.07,0,0,0,1
285,26,179,2,46,44,46,48,47,0,0,0,0,6.61,14,1721.07,0,0,0,1
730,30,187,2,36,47,57,69,40,0,0,0,0,6.97,26,1721.07,1,0,0,0
390,32,184,2,36,51,59,64,45,0,0,0,0,6.94,18,1721.07,1,0,0,0
1300,23,181,2,40,45,56,71,46,0,0,0,0,7.09,29,1721.07,1,0,0,0
1100,23,186,2,38,49,57,70,41,0,0,0,0,6.96,29,1721.07,1,0,0,0
1100,25,182,1,38,45,51,70,46,0,0,0,0,7.04,27,1721.07,1,0,0,0
630,26,201,1,35,44,59,75,35,0,0,0,0,6.86,17,1721.07,1,0,0,0
1200,21,183,2,38,43,50,69,43,0,0,0,0,6.76,14,1721.07,1,0,0,0
415,29,187,2,45,37,38,55,46,0,0,0,0,6.74,22,1721.07,1,0,0,0
3600,24,196,2,0,0,56,0,0,62,45,55,57,6.87,36,1721.07,0,0,1,0
4700,29,192,2,72,57,57,34,57,0,0,0,0,7.39,39,1721.07,0,1,0,0
1300,26,188,1,59,46,49,36,44,0,0,0,0,6.79,28,1721.07,0,1,0,0
1500,31,181,2,67,58,50,38,51,0,0,0,0,7.07,11,1721.07,0,1,0,0
1500,24,191,2,66,52,50,35,48,0,0,0,0,6.85,25,1721.07,0,1,0,0
1100,27,181,0,61,51,49,36,44,0,0,0,0,6.91,22,1721.07,0,1,0,0
16600,21,172,2,58,57,39,36,64,0,0,0,0,7.24,45,1721.07,0,0,0,1
2600,20,180,2,55,52,36,38,51,0,0,0,0,7.01,32,1721.07,0,0,0,1
1500,32,183,2,51,49,43,49,49,0,0,0,0,6.81,38,1721.07,0,0,0,1
1600,26,178,1,60,60,37,37,60,0,0,0,0,7.16,40,1721.07,0,0,0,1
3600,22,178,2,55,54,49,44,57,0,0,0,0,7.05,33,1721.07,0,0,0,1
1400,20,182,1,59,56,44,40,64,0,0,0,0,7.42,11,1721.07,0,0,0,1
2700,29,187,2,51,58,68,69,59,0,0,0,0,7.33,40,1721.07,0,0,0,1
2900,25,183,2,54,52,40,40,52,0,0,0,0,6.85,34,1721.07,0,0,0,1
1000,25,185,2,56,48,35,31,48,0,0,0,0,6.84,39,1721.07,0,0,0,1
555,29,176,2,54,50,36,39,53,0,0,0,0,6.74,14,1721.07,0,0,0,1
1800,28,174,2,43,56,47,64,49,0,0,0,0,7.05,27,1721.07,1,0,0,0
1400,32,180,2,42,52,55,66,51,0,0,0,0,7.13,35,1721.07,1,0,0,0
3300,21,184,1,37,44,55,72,40,0,0,0,0,7.1,27,1721.07,1,0,0,0
3300,29,195,1,38,47,60,77,42,0,0,0,0,7.34,20,1721.07,1,0,0,0
465,34,183,2,34,44,55,73,37,0,0,0,0,6.95,19,1721.07,1,0,0,0
3600,25,175,2,41,46,54,76,43,0,0,0,0,6.89,18,1721.07,1,0,0,0
850,24,175,1,41,48,38,56,47,0,0,0,0,6.78,35,1721.07,1,0,0,0
1100,25,184,2,36,50,57,66,44,0,0,0,0,7.06,19,1721.07,1,0,0,0
910,25,195,2,0,0,57,0,0,57,47,62,57,6.95,22,1721.07,0,0,1,0
7000,30,183,2,73,55,56,37,58,0,0,0,0,7.32,29,1721.07,0,1,0,0
1200,22,180,2,56,53,27,30,50,0,0,0,0,6.8,25,1721.07,0,1,0,0
430,31,179,2,57,51,36,34,49,0,0,0,0,6.84,18,1721.07,0,1,0,0
3900,35,187,0,71,69,56,53,84,0,0,0,0,7.25,13,1721.07,0,0,0,1
4600,25,175,2,57,56,35,32,59,0,0,0,0,6.77,30,1721.07,0,0,0,1
5800,19,181,2,51,41,53,55,46,0,0,0,0,7.01,26,1721.07,0,0,0,1
3400,28,175,2,54,52,57,56,54,0,0,0,0,7.08,33,1721.07,0,0,0,1
1400,29,173,2,56,49,39,42,48,0,0,0,0,6.81,18,1721.07,0,0,0,1
2100,25,174,2,59,62,41,48,57,0,0,0,0,7.15,32,1721.07,0,0,0,1
2400,25,170,1,58,53,40,41,62,0,0,0,0,7.05,27,1721.07,0,0,0,1
360,35,185,2,59,60,48,43,60,0,0,0,0,6.8,23,1721.07,0,0,0,1
2700,25,187,2,44,45,55,60,45,0,0,0,0,6.99,14,1721.07,0,0,0,1
960,26,176,2,51,48,38,41,50,0,0,0,0,6.81,16,1721.07,0,0,0,1
2700,27,186,2,37,40,60,75,36,0,0,0,0,7.04,19,1721.07,1,0,0,0
1600,27,177,1,36,45,53,72,41,0,0,0,0,6.94,21,1721.07,1,0,0,0
1600,27,179,2,41,43,50,63,49,0,0,0,0,6.8,26,1721.07,1,0,0,0
2000,31,179,1,42,45,56,71,48,0,0,0,0,7.28,18,1721.07,1,0,0,0
1900,20,180,2,42,53,57,69,47,0,0,0,0,7.09,36,1721.07,1,0,0,0
2200,27,190,2,35,45,62,76,39,0,0,0,0,7.06,31,1721.07,1,0,0,0
580,29,175,2,38,40,47,63,46,0,0,0,0,6.46,11,1721.07,1,0,0,0
1400,29,193,2,0,0,66,0,0,67,59,63,62,7.02,33,1721.07,0,0,1,0
2700,26,184,2,69,54,56,39,48,0,0,0,0,7.43,35,1721.07,0,1,0,0
645,25,196,2,61,47,48,33,42,0,0,0,0,6.79,23,1721.07,0,1,0,0
1200,28,185,2,61,53,43,37,55,0,0,0,0,7.15,29,1721.07,0,0,0,1
1100,25,176,2,49,52,48,49,52,0,0,0,0,6.81,13,1721.07,0,0,0,1
1900,25,184,2,51,55,54,54,53,0,0,0,0,7.13,37,1721.07,0,0,0,1
630,20,174,1,56,52,32,33,52,0,0,0,0,6.79,35,1721.07,0,0,0,1
1000,25,169,1,61,60,41,34,61,0,0,0,0,7.11,33,1721.07,0,0,0,1
260,30,180,2,45,49,43,52,45,0,0,0,0,6.72,28,1721.07,0,0,0,1
97,34,178,2,48,46,44,44,46,0,0,0,0,6.79,29,1721.07,0,0,0,1
375,22,175,1,41,55,45,59,46,0,0,0,0,7.08,29,1721.07,1,0,0,0
680,21,174,2,48,53,35,44,49,0,0,0,0,6.59,28,1721.07,1,0,0,0
310,30,172,2,44,47,47,57,49,0,0,0,0,6.9,32,1721.07,1,0,0,0
720,22,183,1,39,45,34,48,44,0,0,0,0,6.55,19,1721.07,1,0,0,0
530,31,191,2,35,45,59,74,42,0,0,0,0,7.05,27,1721.07,1,0,0,0
1000,26,195,2,35,46,57,70,38,0,0,0,0,7.01,29,1721.07,1,0,0,0
630,30,192,2,0,0,54,0,0,60,41,56,57,6.86,36,1721.07,0,0,1,0
275,21,194,2,0,0,25,0,0,45,32,45,48,6.81,13,1721.07,0,0,1,0
91,34,184,2,63,52,45,33,47,0,0,0,0,7.04,16,1721.07,0,1,0,0
460,25,174,2,52,44,31,42,48,0,0,0,0,6.76,22,1721.07,0,1,0,0
545,26,170,2,54,48,41,44,54,0,0,0,0,6.98,25,1721.07,0,0,0,1
860,24,176,0,56,46,31,38,51,0,0,0,0,6.89,30,1721.07,0,0,0,1
1300,26,178,2,48,50,55,55,52,0,0,0,0,6.95,31,1721.07,0,0,0,1
1300,25,194,2,50,49,53,58,46,0,0,0,0,6.95,24,1721.07,0,0,0,1
330,21,185,2,47,42,37,44,44,0,0,0,0,6.73,20,1721.07,0,0,0,1
375,28,179,2,40,43,53,71,47,0,0,0,0,7.12,20,1721.07,1,0,0,0
105,35,180,1,40,40,51,67,46,0,0,0,0,6.99,18,1721.07,1,0,0,0
970,25,184,2,33,41,56,73,36,0,0,0,0,6.91,29,1721.07,1,0,0,0
650,25,195,2,36,48,53,68,42,0,0,0,0,6.97,26,1721.07,1,0,0,0
330,25,180,2,40,42,43,60,43,0,0,0,0,6.74,16,1721.07,1,0,0,0
1100,21,191,0,0,0,52,0,0,68,48,57,61,7.17,31,1721.07,0,0,1,0
215,35,188,2,58,46,44,35,39,0,0,0,0,6.83,25,1721.07,0,1,0,0
290,21,193,2,57,45,43,39,42,0,0,0,0,6.76,23,1721.07,0,1,0,0
640,27,177,0,57,43,43,34,41,0,0,0,0,6.7,25,1721.07,0,1,0,0
2600,23,180,2,54,54,52,50,59,0,0,0,0,7.08,34,1721.07,0,0,0,1
485,25,169,1,56,52,40,43,49,0,0,0,0,7.01,18,1721.07,0,0,0,1
550,23,174,2,54,47,41,40,50,0,0,0,0,6.93,32,1721.07,0,0,0,1
670,20,187,2,47,47,38,46,45,0,0,0,0,6.72,30,1721.07,0,0,0,1
420,28,170,2,52,48,39,42,48,0,0,0,0,6.74,17,1721.07,0,0,0,1
525,30,175,0,47,43,53,52,49,0,0,0,0,6.73,25,1721.07,0,0,0,1
440,27,177,1,53,52,40,42,51,0,0,0,0,6.83,19,1721.07,0,0,0,1
1700,23,188,1,34,42,47,66,38,0,0,0,0,6.69,31,1721.07,1,0,0,0
155,34,190,2,32,44,58,72,37,0,0,0,0,6.96,28,1721.07,1,0,0,0
360,33,187,1,41,52,46,61,50,0,0,0,0,6.92,32,1721.07,1,0,0,0
340,26,185,2,42,43,35,54,48,0,0,0,0,6.73,34,1721.07,1,0,0,0
625,29,187,2,0,0,58,0,0,64,48,60,60,7.17,29,1721.07,0,0,1,0
880,23,180,2,59,50,40,35,48,0,0,0,0,6.87,28,1721.07,0,1,0,0
270,32,180,2,56,45,32,31,36,0,0,0,0,6.58,12,1721.07,0,1,0,0
760,27,178,1,58,52,38,35,42,0,0,0,0,6.62,10,1721.07,0,1,0,0
420,28,180,2,61,56,47,42,53,0,0,0,0,6.98,20,1721.07,0,1,0,0
620,29,178,2,58,60,55,55,58,0,0,0,0,7.28,23,1721.07,0,0,0,1
220,22,186,2,50,50,36,41,47,0,0,0,0,6.69,29,1721.07,0,0,0,1
410,25,176,1,61,51,48,41,52,0,0,0,0,7.12,26,1721.07,0,0,0,1
165,34,184,2,46,46,43,55,44,0,0,0,0,6.72,23,1721.07,0,0,0,1
140,26,190,2,32,38,43,66,32,0,0,0,0,6.78,14,1721.07,1,0,0,0
670,23,191,2,33,42,53,68,34,0,0,0,0,6.73,27,1721.07,1,0,0,0
575,30,183,2,40,47,39,57,46,0,0,0,0,6.75,30,1721.07,1,0,0,0
570,28,180,1,39,47,50,63,45,0,0,0,0,6.86,25,1721.07,1,0,0,0
390,30,191,1,0,0,61,0,0,64,39,65,61,7.1,30,1721.07,0,0,1,0
360,23,183,2,59,52,44,41,45,0,0,0,0,6.92,24,1721.07,0,1,0,0
460,20,178,2,53,46,32,37,44,0,0,0,0,6.68,23,1721.07,0,1,0,0
260,22,170,1,63,58,47,34,53,0,0,0,0,6.94,14,1721.07,0,1,0,0
1100,26,181,2,47,55,51,58,53,0,0,0,0,6.84,28,1721.07,0,0,0,1
53,37,180,0,46,42,42,46,49,0,0,0,0,6.75,21,1721.07,0,0,0,1
260,32,183,2,51,48,41,46,50,0,0,0,0,6.85,22,1721.07,0,0,0,1
625,24,183,2,36,47,55,67,42,0,0,0,0,6.85,28,1721.07,1,0,0,0
415,30,185,2,36,47,47,58,37,0,0,0,0,6.71,27,1721.07,1,0,0,0
765,24,171,2,41,46,48,64,45,0,0,0,0,6.6,19,1721.07,1,0,0,0
760,26,176,2,47,45,43,53,47,0,0,0,0,6.87,25,1721.07,1,0,0,0
265,22,186,1,40,42,42,49,42,0,0,0,0,6.47,12,1721.07,1,0,0,0
620,25,174,1,35,39,46,62,40,0,0,0,0,6.79,22,1721.07,1,0,0,0
435,22,185,2,34,46,38,54,39,0,0,0,0,6.89,25,1721.07,1,0,0,0
665,24,186,2,0,0,55,0,0,64,42,53,62,6.85,31,1721.07,0,0,1,0
275,27,184,2,66,48,42,27,46,0,0,0,0,7.03,25,1721.07,0,1,0,0
2400,28,182,1,53,55,33,37,56,0,0,0,0,6.8,26,1721.07,0,0,0,1
680,24,190,2,50,50,49,57,52,0,0,0,0,7.07,22,1721.07,0,0,0,1
430,29,171,2,56,54,41,40,56,0,0,0,0,7.12,31,1721.07,0,0,0,1
410,23,171,2,48,55,26,37,51,0,0,0,0,6.61,27,1721.07,0,0,0,1
320,25,181,2,53,48,42,40,56,0,0,0,0,6.75,15,1721.07,0,0,0,1
410,25,183,2,47,48,40,49,45,0,0,0,0,6.73,23,1721.07,0,0,0,1
91,23,186,2,38,40,40,56,34,0,0,0,0,6.56,11,1721.07,0,0,0,1
570,24,185,1,36,48,43,58,47,0,0,0,0,6.91,22,1721.07,1,0,0,0
530,26,178,2,42,47,40,54,49,0,0,0,0,6.68,29,1721.07,1,0,0,0
380,22,198,2,38,45,56,68,42,0,0,0,0,6.83,27,1721.07,1,0,0,0
140,22,187,2,38,49,56,63,39,0,0,0,0,6.65,11,1721.07,1,0,0,0
105,36,184,2,34,43,57,71,37,0,0,0,0,6.87,17,1721.07,1,0,0,0
235,26,203,2,0,0,40,0,0,60,39,54,48,6.8,27,1721.07,0,0,1,0
220,21,176,2,56,51,29,25,44,0,0,0,0,6.63,23,1721.07,0,1,0,0
105,28,180,2,53,40,37,33,37,0,0,0,0,6.53,15,1721.07,0,1,0,0
95,19,177,1,43,46,39,43,45,0,0,0,0,6.67,26,1721.07,0,0,0,1
290,23,183,2,49,51,33,41,47,0,0,0,0,6.53,13,1721.07,0,0,0,1
340,26,170,2,49,52,41,40,49,0,0,0,0,6.76,27,1721.07,0,0,0,1
430,24,175,2,47,52,43,42,48,0,0,0,0,6.64,21,1721.07,0,0,0,1
315,33,194,2,33,44,51,63,39,0,0,0,0,6.74,18,1721.07,1,0,0,0
260,33,195,2,34,45,47,67,35,0,0,0,0,6.81,10,1721.07,1,0,0,0
330,27,192,2,0,0,47,0,0,64,37,52,51,7.11,17,1721.07,0,0,1,0
8300,23,172,1,64,60,45,36,53,0,0,0,0,6.85,40,1681.13,0,1,0,0
3300,24,181,2,65,53,49,30,48,0,0,0,0,6.82,34,1681.13,0,1,0,0
420,26,191,2,54,45,46,35,40,0,0,0,0,6.62,25,1681.13,0,1,0,0
12400,24,169,2,64,75,52,36,67,0,0,0,0,7.51,31,1681.13,0,0,0,1
10100,26,167,2,67,60,34,29,64,0,0,0,0,7.11,47,1681.13,0,0,0,1
2100,31,175,2,55,62,58,55,58,0,0,0,0,7.21,21,1681.13,0,0,0,1
3600,29,173,2,58,53,39,36,61,0,0,0,0,6.85,29,1681.13,0,0,0,1
970,28,175,2,52,53,47,51,57,0,0,0,0,7.0,30,1681.13,0,0,0,1
2100,23,177,2,46,50,38,43,47,0,0,0,0,6.73,29,1681.13,0,0,0,1
460,35,189,2,38,47,60,65,39,0,0,0,0,6.84,19,1681.13,1,0,0,0
235,36,183,2,34,44,48,58,35,0,0,0,0,6.73,15,1681.13,1,0,0,0
3400,21,180,1,39,47,33,55,42,0,0,0,0,6.69,27,1681.13,1,0,0,0
1600,30,178,2,42,51,52,66,48,0,0,0,0,7.09,36,1681.13,1,0,0,0
880,20,185,2,33,48,55,66,38,0,0,0,0,6.82,13,1681.13,1,0,0,0
205,32,185,2,38,51,43,55,33,0,0,0,0,6.74,17,1681.13,1,0,0,0
770,22,186,2,33,45,55,73,36,0,0,0,0,6.82,26,1681.13,1,0,0,0
525,31,190,2,0,0,47,0,0,63,43,54,51,6.83,27,1681.13,0,0,1,0
6800,27,180,1,63,57,42,33,47,0,0,0,0,7.07,29,1681.13,0,1,0,0
7700,29,160,2,78,76,55,31,74,0,0,0,0,7.75,42,1681.13,0,1,0,0
4100,24,170,1,60,59,30,27,62,0,0,0,0,6.99,25,1681.13,0,1,0,0
415,30,177,2,55,54,49,41,50,0,0,0,0,6.94,38,1681.13,0,1,0,0
1600,29,180,2,59,44,47,30,41,0,0,0,0,6.61,28,1681.13,0,1,0,0
2700,27,180,0,48,54,51,56,49,0,0,0,0,6.95,36,1681.13,0,0,0,1
2400,26,173,2,50,48,43,44,49,0,0,0,0,6.94,36,1681.13,0,0,0,1
68,25,175,2,41,51,39,51,46,0,0,0,0,6.83,15,1681.13,0,0,0,1
2100,30,175,2,39,45,34,55,45,0,0,0,0,6.77,42,1681.13,1,0,0,0
1700,28,191,2,36,49,59,73,41,0,0,0,0,7.05,37,1681.13,1,0,0,0
4600,27,188,2,36,46,55,68,40,0,0,0,0,7.06,37,1681.13,1,0,0,0
530,29,183,2,43,46,43,55,46,0,0,0,0,6.69,29,1681.13,1,0,0,0
915,31,185,2,35,40,50,67,36,0,0,0,0,6.83,22,1681.13,1,0,0,0
945,24,188,1,33,40,47,68,34,0,0,0,0,6.77,37,1681.13,1,0,0,0
900,23,190,2,0,0,51,0,0,62,46,54,62,7.01,37,1681.13,0,0,1,0
33000,36,169,1,87,88,68,29,78,0,0,0,0,7.68,26,1681.13,0,1,0,0
3600,37,182,2,76,61,52,29,61,0,0,0,0,7.32,51,1681.13,0,1,0,0
3600,23,187,1,65,53,53,32,46,0,0,0,0,6.92,41,1681.13,0,1,0,0
5300,21,175,2,64,53,40,23,60,0,0,0,0,6.72,21,1681.13,0,1,0,0
2300,35,189,2,51,58,56,55,62,0,0,0,0,7.0,31,1681.13,0,0,0,1
8700,21,188,2,50,56,50,58,52,0,0,0,0,6.99,37,1681.13,0,0,0,1
1500,29,181,2,58,58,44,41,55,0,0,0,0,6.93,45,1681.13,0,0,0,1
3800,19,180,2,51,51,26,32,54,0,0,0,0,6.74,29,1681.13,0,0,0,1
3200,21,185,2,57,63,38,44,58,0,0,0,0,7.06,24,1681.13,0,0,0,1
905,20,181,2,48,47,36,39,46,0,0,0,0,6.65,38,1681.13,0,0,0,1
3100,30,185,2,57,57,44,47,64,0,0,0,0,7.13,46,1681.13,0,0,0,1
2600,35,170,1,49,55,50,60,63,0,0,0,0,7.02,28,1681.13,1,0,0,0
4500,20,186,2,36,44,45,64,39,0,0,0,0,6.72,39,1681.13,1,0,0,0
2000,33,186,2,33,47,49,62,39,0,0,0,0,6.79,35,1681.13,1,0,0,0
865,19,175,1,36,46,37,54,41,0,0,0,0,6.66,33,1681.13,1,0,0,0
2700,30,186,1,35,46,59,68,41,0,0,0,0,6.7,12,1681.13,1,0,0,0
770,29,174,1,46,60,47,65,51,0,0,0,0,6.9,10,1681.13,1,0,0,0
1400,24,175,2,43,44,42,62,48,0,0,0,0,6.8,30,1681.13,1,0,0,0
1600,26,191,2,0,0,37,0,0,59,33,57,53,6.96,42,1681.13,0,0,1,0
11900,24,175,2,79,69,59,31,60,0,0,0,0,7.59,37,1681.13,0,1,0,0
6300,25,170,2,68,60,42,31,60,0,0,0,0,7.14,34,1681.13,0,1,0,0
3400,24,165,2,61,58,43,31,57,0,0,0,0,6.85,30,1681.13,0,1,0,0
570,34,188,2,66,53,46,33,48,0,0,0,0,6.86,31,1681.13,0,1,0,0
2200,27,175,1,57,58,33,38,58,0,0,0,0,6.95,37,1681.13,0,0,0,1
3100,22,173,2,51,57,53,52,54,0,0,0,0,7.22,39,1681.13,0,0,0,1
1500,24,180,2,47,45,36,43,53,0,0,0,0,6.68,36,1681.13,0,0,0,1
2600,21,170,1,56,59,25,27,53,0,0,0,0,6.77,20,1681.13,0,0,0,1
2200,33,175,2,48,57,45,47,47,0,0,0,0,6.91,39,1681.13,0,0,0,1
620,27,190,2,41,53,49,53,40,0,0,0,0,6.5,24,1681.13,0,0,0,1
1100,26,184,1,34,46,51,64,39,0,0,0,0,6.58,17,1681.13,1,0,0,0
1500,29,180,2,39,48,45,58,47,0,0,0,0,6.79,44,1681.13,1,0,0,0
515,33,185,2,36,50,55,68,40,0,0,0,0,6.96,37,1681.13,1,0,0,0
3100,26,179,1,42,47,49,63,46,0,0,0,0,6.96,37,1681.13,1,0,0,0
2700,25,175,2,68,56,44,33,55,0,0,0,0,6.89,18,1681.13,0,1,0,0
1600,22,176,2,58,43,46,28,43,0,0,0,0,6.69,28,1681.13,0,1,0,0
735,32,191,2,56,46,50,36,40,0,0,0,0,6.67,23,1681.13,0,1,0,0
645,22,176,2,49,53,32,42,49,0,0,0,0,6.59,30,1681.13,0,1,0,0
6500,32,179,2,63,58,39,33,62,0,0,0,0,6.96,37,1681.13,0,0,0,1
640,21,168,0,50,56,28,33,47,0,0,0,0,6.61,19,1681.13,0,0,0,1
2100,23,163,0,53,59,53,53,54,0,0,0,0,7.23,27,1681.13,0,0,0,1
1000,20,173,0,48,51,53,56,50,0,0,0,0,7.03,29,1681.13,0,0,0,1
1600,20,171,2,50,43,38,40,45,0,0,0,0,6.56,27,1681.13,0,0,0,1
420,21,177,2,46,54,49,57,43,0,0,0,0,6.76,30,1681.13,0,0,0,1
3900,21,170,1,46,50,48,61,54,0,0,0,0,7.02,32,1681.13,1,0,0,0
1000,24,191,2,36,40,49,68,35,0,0,0,0,6.8,29,1681.13,1,0,0,0
1600,26,177,2,41,45,41,55,46,0,0,0,0,6.82,26,1681.13,1,0,0,0
1600,21,195,2,38,46,56,70,43,0,0,0,0,6.85,26,1681.13,1,0,0,0
2300,27,185,2,34,40,46,67,34,0,0,0,0,6.71,30,1681.13,1,0,0,0
1200,25,180,2,39,42,49,64,43,0,0,0,0,6.85,23,1681.13,1,0,0,0
760,27,190,2,0,0,43,0,0,58,52,50,58,6.74,37,1681.13,0,0,1,0
6400,28,169,1,71,67,61,42,66,0,0,0,0,7.62,35,1681.13,0,1,0,0
845,34,186,2,62,54,36,28,38,0,0,0,0,6.76,32,1681.13,0,1,0,0
2900,28,180,1,67,53,53,34,48,0,0,0,0,7.16,34,1681.13,0,1,0,0
855,33,173,0,60,57,41,42,48,0,0,0,0,6.95,32,1681.13,0,0,0,1
4300,27,165,2,45,46,55,60,48,0,0,0,0,6.86,32,1681.13,0,0,0,1
1200,30,178,0,48,48,36,37,49,0,0,0,0,6.72,33,1681.13,0,0,0,1
1600,25,170,2,50,56,38,47,52,0,0,0,0,6.88,32,1681.13,0,0,0,1
740,22,175,2,49,52,53,53,51,0,0,0,0,6.82,29,1681.13,0,0,0,1
1600,29,175,1,42,46,46,58,49,0,0,0,0,6.76,16,1681.13,1,0,0,0
1900,25,190,2,36,47,53,66,39,0,0,0,0,6.89,34,1681.13,1,0,0,0
1100,24,182,2,38,45,46,63,42,0,0,0,0,6.79,26,1681.13,1,0,0,0
2100,27,184,2,34,45,51,64,39,0,0,0,0,6.8,34,1681.13,1,0,0,0
1000,27,180,2,38,43,46,63,41,0,0,0,0,6.73,33,1681.13,1,0,0,0
390,31,177,1,42,46,44,58,48,0,0,0,0,6.73,21,1681.13,1,0,0,0
680,28,177,2,40,50,62,68,45,0,0,0,0,7.0,26,1681.13,1,0,0,0
2200,28,181,2,0,0,53,0,0,57,42,60,58,6.84,36,1681.13,0,0,1,0
5000,29,175,2,75,63,53,31,51,0,0,0,0,7.32,21,1681.13,0,1,0,0
1500,27,180,2,60,51,35,26,43,0,0,0,0,6.72,32,1681.13,0,1,0,0
3400,21,172,2,54,48,33,34,55,0,0,0,0,6.59,34,1681.13,0,0,0,1
4400,20,173,2,56,57,40,39,56,0,0,0,0,7.01,33,1681.13,0,0,0,1
3700,23,173,2,50,65,57,52,53,0,0,0,0,6.95,35,1681.13,0,0,0,1
2700,25,172,1,58,63,50,43,66,0,0,0,0,7.34,17,1681.13,0,0,0,1
970,18,175,1,54,48,26,36,56,0,0,0,0,6.87,33,1681.13,0,0,0,1
1600,22,176,2,47,55,51,48,49,0,0,0,0,6.75,30,1681.13,0,0,0,1
1500,30,193,2,56,48,40,37,54,0,0,0,0,6.88,38,1681.13,0,0,0,1
515,32,177,2,55,53,34,38,59,0,0,0,0,6.78,24,1681.13,0,0,0,1
180,34,172,1,41,46,46,60,46,0,0,0,0,6.87,28,1681.13,1,0,0,0
1000,25,180,1,39,48,55,66,43,0,0,0,0,7.0,30,1681.13,1,0,0,0
515,25,179,1,40,44,47,65,45,0,0,0,0,7.04,21,1681.13,1,0,0,0
310,35,187,2,34,43,53,64,36,0,0,0,0,6.67,14,1681.13,1,0,0,0
970,29,178,2,39,50,50,64,47,0,0,0,0,6.87,35,1681.13,1,0,0,0
